"ID","name","date","time","chla_med","chla_mean","chla_max","chla_min","chla_std","blm_idx_med","blm_idx_mean","blm_idx_max","blm_idx_min","blm_idx_std"
"858","Arthurs Lake","2023-01-02","11:18:29","3.0","3.0","4.7","0.0","0.4","-0.00142","-0.00125","0.01064","-0.00757","0.00122"
"858","Arthurs Lake","2023-01-07","11:18:29","2.8","2.8","5.7","0.0","0.7","0.00041","0.00040","0.01507","-0.01481","0.00158"
"858","Arthurs Lake","2023-01-09","11:08:31","0.0","0.1","6.3","0.0","0.4","-0.00015","-0.00012","0.01501","-0.01043","0.00063"
"858","Arthurs Lake","2023-01-12","11:18:26","0.4","0.7","6.8","0.0","0.8","-0.00014","-0.00013","0.02251","-0.01655","0.00082"
"858","Arthurs Lake","2023-01-14","11:08:32","0.9","0.9","6.3","0.0","0.7","0.00013","0.00016","0.01185","-0.00541","0.00069"
"858","Arthurs Lake","2023-01-19","11:08:32","1.5","1.5","10.7","0.0","0.8","0.00013","0.00022","0.01688","-0.00979","0.00123"
"858","Arthurs Lake","2023-01-24","11:08:31","0.0","0.3","97.1","0.0","0.9","0.00018","0.00023","0.01406","-0.00983","0.00092"
"858","Arthurs Lake","2023-01-27","11:18:28","2.7","2.6","5.3","0.0","0.8","-0.00002","0.00010","0.01691","-0.01509","0.00165"
"858","Arthurs Lake","2023-02-03","11:08:33","1.1","1.4","9.8","0.0","1.2","0.00034","0.00056","0.02472","-0.01869","0.00225"
"858","Arthurs Lake","2023-02-06","11:18:29","2.1","2.1","6.9","0.0","0.9","0.00028","0.00048","0.01511","-0.01901","0.00184"
"858","Arthurs Lake","2023-02-11","11:18:29","0.0","0.1","10.1","0.0","0.5","0.00005","0.00010","0.01880","-0.00561","0.00076"
"858","Arthurs Lake","2023-02-18","11:08:33","0.0","0.2","11.1","0.0","0.5","-0.00001","0.00005","0.01740","-0.00261","0.00079"
"858","Arthurs Lake","2023-02-21","11:18:30","1.8","1.8","11.2","0.0","0.8","0.00029","0.00038","0.01481","-0.00515","0.00101"
"858","Arthurs Lake","2023-03-03","11:18:32","0.1","0.4","18.7","0.0","0.7","0.00021","0.00028","0.05240","-0.00508","0.00094"
"858","Arthurs Lake","2023-03-05","11:08:31","0.6","0.7","9.1","0.0","0.8","0.00025","0.00031","0.02012","-0.02031","0.00131"
"858","Arthurs Lake","2023-03-08","11:18:26","2.6","2.5","5.5","0.0","1.0","0.00020","0.00071","0.02627","-0.02126","0.00303"
"858","Arthurs Lake","2023-03-10","11:08:38","2.7","2.5","11.5","0.0","0.9","-0.00033","-0.00013","0.05062","-0.00753","0.00138"
"858","Arthurs Lake","2023-03-13","11:18:35","0.6","1.0","12.9","0.0","1.2","0.00027","0.00034","0.01946","-0.00987","0.00127"
"858","Arthurs Lake","2023-03-15","11:08:32","0.0","0.4","14.4","0.0","0.7","0.00032","0.00040","0.02279","-0.00290","0.00097"
"858","Arthurs Lake","2023-03-18","11:18:28","1.1","1.3","14.2","0.0","1.0","0.00004","0.00022","0.03030","-0.01292","0.00159"
"858","Arthurs Lake","2023-03-23","11:18:33","0.5","1.0","16.1","0.0","1.2","0.00005","0.00018","0.04060","-0.01807","0.00182"
"858","Arthurs Lake","2023-03-25","11:08:33","0.2","0.5","21.3","0.0","0.8","0.00057","0.00066","0.03947","-0.00242","0.00112"
"858","Arthurs Lake","2023-04-02","10:18:34","2.8","2.7","5.4","0.0","0.8","-0.00045","-0.00020","0.02036","-0.01056","0.00188"
"858","Arthurs Lake","2023-04-04","10:08:34","2.3","2.2","8.9","0.0","1.2","0.00019","0.00056","0.03398","-0.00425","0.00185"
"858","Arthurs Lake","2023-04-17","10:18:30","1.0","1.5","23.2","0.0","1.4","0.00052","0.00092","0.04391","-0.02214","0.00300"
"858","Arthurs Lake","2023-04-22","10:18:33","0.0","0.3","32.6","0.0","0.8","0.00015","0.00027","0.05290","-0.00374","0.00135"
"858","Arthurs Lake","2023-04-24","10:08:34","0.3","0.6","27.4","0.0","0.9","0.00066","0.00078","0.06126","-0.00309","0.00143"
"858","Arthurs Lake","2023-04-29","10:08:36","0.3","0.6","29.1","0.0","0.9","0.00016","0.00029","0.05123","-0.00492","0.00149"
"858","Arthurs Lake","2023-05-04","10:08:35","0.0","0.5","30.4","0.0","0.9","0.00036","0.00048","0.03903","-0.00436","0.00143"
"858","Arthurs Lake","2023-05-07","10:18:30","1.9","1.9","35.9","0.0","1.1","0.00037","0.00058","0.04265","-0.00522","0.00172"
"858","Arthurs Lake","2023-05-14","10:08:35","0.5","0.7","44.4","0.0","1.1","0.00049","0.00064","0.05437","-0.00498","0.00173"
"858","Arthurs Lake","2023-05-17","10:18:32","1.9","2.0","31.0","0.0","1.3","0.00040","0.00059","0.05537","-0.00965","0.00196"
"858","Arthurs Lake","2023-05-24","10:08:38","2.2","2.2","18.0","0.0","0.7","0.00007","0.00022","0.04948","-0.00638","0.00163"
"858","Arthurs Lake","2023-05-27","10:18:34","1.5","1.6","37.0","0.0","1.2","0.00069","0.00097","0.06200","-0.02077","0.00237"
"858","Arthurs Lake","2023-05-29","10:08:39","1.3","1.4","35.5","0.0","1.0","0.00049","0.00072","0.05366","-0.01470","0.00207"
"858","Arthurs Lake","2023-06-01","10:18:34","1.3","1.4","84.8","0.0","1.5","0.00058","0.00079","0.06712","-0.00690","0.00215"
"858","Arthurs Lake","2023-06-03","10:08:38","2.7","2.5","20.0","0.0","1.2","0.00101","0.00139","0.03743","-0.01083","0.00252"
"858","Arthurs Lake","2023-06-11","10:18:35","0.9","1.1","16.5","0.0","1.0","-0.00016","0.00001","0.02872","-0.00716","0.00144"
"858","Arthurs Lake","2023-06-16","10:18:35","1.4","1.5","13.6","0.0","1.1","0.00015","0.00040","0.04695","-0.02321","0.00231"
"858","Arthurs Lake","2023-06-18","10:08:39","0.7","1.0","25.7","0.0","1.1","0.00028","0.00044","0.03945","-0.00811","0.00182"
"858","Arthurs Lake","2023-06-26","10:18:34","2.7","2.7","11.0","0.0","1.1","0.00072","0.00145","0.02510","-0.01620","0.00344"
"858","Arthurs Lake","2023-06-28","10:08:39","2.6","2.5","6.2","0.0","1.2","0.00052","0.00136","0.03473","-0.01682","0.00369"
"858","Arthurs Lake","2023-07-01","10:18:36","3.1","2.9","5.3","0.0","0.9","0.00053","0.00099","0.02892","-0.00611","0.00213"
"858","Arthurs Lake","2023-07-03","10:08:39","1.9","1.9","14.4","0.0","0.8","0.00031","0.00042","0.02836","-0.00711","0.00142"
"858","Arthurs Lake","2023-07-11","10:18:35","2.2","2.2","8.5","0.0","1.1","0.00054","0.00112","0.02669","-0.01529","0.00303"
"858","Arthurs Lake","2023-07-16","10:18:35","2.7","2.6","9.2","0.0","1.1","0.00045","0.00089","0.02081","-0.01015","0.00236"
"858","Arthurs Lake","2023-07-18","10:08:40","2.0","2.0","5.4","0.0","1.2","-0.00005","0.00030","0.02656","-0.02225","0.00310"
"858","Arthurs Lake","2023-07-21","10:18:36","1.4","1.5","8.9","0.0","1.0","0.00037","0.00051","0.03272","-0.00949","0.00155"
"858","Arthurs Lake","2023-07-28","10:08:40","0.5","0.7","11.8","0.0","0.8","0.00033","0.00044","0.02891","-0.00481","0.00131"
"858","Arthurs Lake","2023-07-31","10:18:36","1.7","1.8","673.2","0.0","7.1","0.00031","0.00042","0.05415","-0.04202","0.00165"
"858","Arthurs Lake","2023-08-02","10:08:40","2.1","2.2","11.3","0.0","1.0","0.00065","0.00103","0.04073","-0.01019","0.00236"
"858","Arthurs Lake","2023-08-07","10:08:40","0.5","0.8","10.6","0.0","0.9","0.00006","0.00015","0.01934","-0.00913","0.00128"
"858","Arthurs Lake","2023-08-10","10:18:36","2.1","2.1","7.5","0.0","1.2","0.00021","0.00070","0.02341","-0.01359","0.00261"
"858","Arthurs Lake","2023-08-12","10:08:39","1.6","1.7","32.6","0.0","1.1","0.00080","0.00106","0.02633","-0.01057","0.00192"
"858","Arthurs Lake","2023-08-15","10:18:36","0.4","0.6","16.9","0.0","0.9","0.00051","0.00061","0.02271","-0.00703","0.00131"
"858","Arthurs Lake","2023-08-25","10:18:37","2.6","2.6","9.8","0.0","1.1","0.00087","0.00164","0.03050","-0.01596","0.00339"
"858","Arthurs Lake","2023-08-27","10:08:39","0.1","0.5","12.9","0.0","0.9","0.00002","0.00013","0.02151","-0.00819","0.00127"
"858","Arthurs Lake","2023-09-01","10:08:40","2.4","2.5","8.8","0.0","1.1","0.00073","0.00116","0.01967","-0.00786","0.00258"
"858","Arthurs Lake","2023-09-11","10:08:39","1.1","1.2","12.6","0.0","0.8","0.00038","0.00050","0.03804","-0.00263","0.00129"
"858","Arthurs Lake","2023-09-19","10:18:34","1.0","1.1","20.3","0.0","0.9","0.00035","0.00051","0.03814","-0.00425","0.00142"
"858","Arthurs Lake","2023-09-21","10:08:36","3.0","2.8","10.3","0.0","1.4","0.00139","0.00542","0.05846","-0.00576","0.00822"
"858","Arthurs Lake","2023-09-24","10:18:32","1.2","1.3","14.6","0.0","1.0","0.00058","0.00073","0.02948","-0.00798","0.00154"
"858","Arthurs Lake","2023-09-26","10:08:38","0.0","0.3","12.8","0.0","0.7","0.00005","0.00020","0.02151","-0.00320","0.00124"
"858","Arthurs Lake","2023-09-29","10:18:33","2.7","2.7","7.4","0.0","0.9","-0.00042","0.00042","0.02556","-0.02842","0.00326"
"858","Arthurs Lake","2023-10-01","11:08:37","2.5","2.6","14.6","0.0","1.2","0.00049","0.00228","0.10120","-0.05409","0.00705"
"858","Arthurs Lake","2023-10-09","11:18:32","1.1","1.2","11.8","0.0","0.9","0.00003","0.00021","0.02441","-0.01227","0.00147"
"858","Arthurs Lake","2023-10-11","11:08:33","1.9","2.0","8.1","0.0","1.0","-0.00015","0.00021","0.02055","-0.00523","0.00159"
"858","Arthurs Lake","2023-10-14","11:18:29","3.0","3.0","12.6","0.0","1.2","0.00096","0.00563","0.09435","-0.01642","0.01080"
"858","Arthurs Lake","2023-10-16","11:08:37","2.0","2.1","8.4","0.0","1.2","0.00045","0.00110","0.04034","-0.02595","0.00356"
"858","Arthurs Lake","2023-10-19","11:18:33","3.8","3.8","5.5","1.6","0.3","0.00096","0.00110","0.01866","-0.00656","0.00155"
"858","Arthurs Lake","2023-10-24","11:18:31","2.2","2.2","10.1","0.0","0.7","-0.00007","0.00012","0.02455","-0.01478","0.00187"
"858","Arthurs Lake","2023-10-26","11:08:35","2.1","2.1","11.1","0.0","1.1","0.00057","0.00099","0.02827","-0.01683","0.00285"
"858","Arthurs Lake","2023-10-29","11:18:32","2.4","2.4","10.7","0.0","0.5","-0.00021","-0.00006","0.02331","-0.00413","0.00123"
"858","Arthurs Lake","2023-10-31","11:08:34","2.7","2.8","14.2","0.0","0.9","0.00076","0.00132","0.03482","-0.01437","0.00299"
"858","Arthurs Lake","2023-11-03","11:18:29","1.9","2.0","15.0","0.0","1.0","0.00062","0.00100","0.02575","-0.01625","0.00232"
"858","Arthurs Lake","2023-11-05","11:08:37","0.0","0.2","12.3","0.0","0.7","0.00006","0.00024","0.02756","-0.00717","0.00135"
"858","Arthurs Lake","2023-11-08","11:18:33","2.3","2.3","37.3","0.0","1.2","-0.00057","0.00006","0.04781","-0.05881","0.00434"
"858","Arthurs Lake","2023-11-10","11:08:34","0.7","0.8","13.7","0.0","0.8","0.00027","0.00045","0.02696","-0.00231","0.00140"
"858","Arthurs Lake","2023-11-13","11:18:30","1.9","1.9","22.4","0.0","0.9","0.00045","0.00062","0.02960","-0.00331","0.00144"
"858","Arthurs Lake","2023-11-15","11:08:34","0.6","0.8","11.6","0.0","0.9","0.00001","0.00017","0.02711","-0.02230","0.00145"
"858","Arthurs Lake","2023-11-18","11:18:29","1.2","1.3","16.3","0.0","1.0","-0.00032","-0.00009","0.04221","-0.01813","0.00168"
"858","Arthurs Lake","2023-11-23","11:18:26","0.0","0.3","21.2","0.0","0.9","0.00003","0.00022","0.04115","-0.00505","0.00141"
"858","Arthurs Lake","2023-12-03","11:18:23","1.6","1.7","59.2","0.0","1.5","0.00006","0.00050","0.03154","-0.01546","0.00218"
"858","Arthurs Lake","2023-12-10","11:08:29","0.3","0.6","24.1","0.0","1.0","0.00036","0.00056","0.04838","-0.00529","0.00151"
"858","Arthurs Lake","2023-12-13","11:18:26","3.4","3.4","5.4","0.8","0.3","-0.00041","-0.00015","0.01831","-0.00659","0.00143"
"858","Arthurs Lake","2023-12-15","11:08:33","0.9","1.3","20.1","0.0","1.3","0.00021","0.00051","0.03845","-0.01850","0.00229"
"858","Arthurs Lake","2023-12-20","11:08:31","0.2","0.7","43.0","0.0","1.2","0.00057","0.00082","0.04515","-0.00667","0.00171"
"858","Arthurs Lake","2023-12-25","11:08:36","1.3","1.3","19.0","0.0","1.0","-0.00007","0.00014","0.04348","-0.00595","0.00152"
"858","Arthurs Lake","2023-12-28","11:18:32","2.2","2.2","17.9","0.0","0.8","-0.00010","0.00006","0.03995","-0.02221","0.00151"
"858","Arthurs Lake","2024-01-04","11:08:35","3.0","3.0","18.6","0.0","0.7","-0.00022","0.00012","0.04677","-0.00927","0.00199"
"858","Arthurs Lake","2024-01-09","11:08:30","0.0","0.4","54.3","0.0","1.0","0.00055","0.00076","0.04620","-0.00976","0.00152"
"858","Arthurs Lake","2024-01-12","11:18:25","2.8","2.7","18.4","0.0","0.7","-0.00038","-0.00019","0.03450","-0.00730","0.00142"
"858","Arthurs Lake","2024-01-14","11:08:33","0.2","0.5","46.6","0.0","1.0","0.00027","0.00047","0.04353","-0.00417","0.00156"
"858","Arthurs Lake","2024-01-27","11:18:29","2.1","2.1","9.3","0.0","1.0","0.00035","0.00055","0.01905","-0.01789","0.00238"
"858","Arthurs Lake","2024-01-29","11:08:29","0.0","0.5","25.0","0.0","0.9","0.00035","0.00053","0.04633","-0.01457","0.00158"
"858","Arthurs Lake","2024-02-03","11:08:32","0.0","0.4","26.7","0.0","0.9","0.00042","0.00061","0.04665","-0.00273","0.00144"
"858","Arthurs Lake","2024-02-06","11:18:29","1.5","1.6","18.9","0.0","1.1","0.00027","0.00054","0.03975","-0.01599","0.00194"
"858","Arthurs Lake","2024-02-08","11:08:30","0.0","0.4","30.1","0.0","0.9","0.00059","0.00078","0.04612","-0.00333","0.00146"
"858","Arthurs Lake","2024-02-11","11:18:27","1.5","1.7","27.9","0.0","1.2","0.00047","0.00073","0.04908","-0.01138","0.00206"
"858","Arthurs Lake","2024-02-13","11:08:35","0.5","0.7","18.5","0.0","0.9","-0.00010","0.00009","0.03554","-0.00396","0.00144"
"858","Arthurs Lake","2024-02-16","11:18:32","0.2","1.1","8.0","0.0","1.5","-0.00001","0.00039","0.02984","-0.01937","0.00260"
"858","Arthurs Lake","2024-02-18","11:08:32","0.0","0.4","33.4","0.0","1.0","0.00047","0.00068","0.05035","-0.00742","0.00153"
"858","Arthurs Lake","2024-02-21","11:18:28","1.6","1.9","15.8","0.0","1.4","-0.00031","0.00068","0.05167","-0.02865","0.00506"
"858","Arthurs Lake","2024-02-26","11:18:30","0.8","0.9","26.1","0.0","1.0","0.00011","0.00032","0.03737","-0.00411","0.00151"
"858","Arthurs Lake","2024-03-04","11:08:31","0.0","0.3","36.0","0.0","0.9","0.00023","0.00053","0.04939","-0.00373","0.00164"
"858","Arthurs Lake","2024-03-07","11:18:25","0.0","0.3","21.1","0.0","0.9","0.00038","0.00062","0.04009","-0.00390","0.00153"
"858","Arthurs Lake","2024-03-12","11:18:31","1.2","1.3","31.2","0.0","1.1","0.00055","0.00082","0.05666","-0.00617","0.00178"
"858","Arthurs Lake","2024-03-14","11:08:32","0.0","0.3","19.7","0.0","0.9","0.00018","0.00046","0.03873","-0.00493","0.00169"
"858","Arthurs Lake","2024-03-17","11:18:29","0.7","1.1","5.5","0.0","1.2","0.00001","0.00011","0.01539","-0.01221","0.00169"
"858","Arthurs Lake","2024-03-22","11:18:32","2.3","2.3","12.8","0.0","0.9","-0.00015","0.00018","0.02957","-0.00737","0.00182"
"858","Arthurs Lake","2024-03-27","11:18:31","0.0","0.4","19.0","0.0","1.0","0.00003","0.00027","0.04200","-0.00621","0.00162"
"858","Arthurs Lake","2024-03-29","11:08:34","0.0","0.3","19.8","0.0","0.9","0.00027","0.00052","0.03491","-0.00592","0.00165"
"858","Arthurs Lake","2024-04-06","11:18:29","0.9","1.3","12.2","0.0","1.3","-0.00021","0.00005","0.03248","-0.01232","0.00192"
"858","Arthurs Lake","2024-04-11","10:18:31","1.8","2.0","16.6","0.0","1.6","0.00067","0.00128","0.03122","-0.01916","0.00308"
"858","Arthurs Lake","2024-04-13","10:08:35","0.0","0.8","9.7","0.0","1.3","0.00004","0.00039","0.03673","-0.01312","0.00234"
"858","Arthurs Lake","2024-04-21","10:18:34","0.0","0.5","19.2","0.0","1.0","0.00019","0.00045","0.03711","-0.00463","0.00166"
"858","Arthurs Lake","2024-04-26","10:18:29","0.5","1.1","16.5","0.0","1.3","-0.00002","0.00039","0.03887","-0.00855","0.00226"
"858","Arthurs Lake","2024-05-01","10:18:33","0.3","0.7","13.8","0.0","1.0","0.00037","0.00065","0.04638","-0.00622","0.00178"
"858","Arthurs Lake","2024-05-06","10:18:31","2.9","2.5","10.4","0.0","1.4","0.00005","0.00098","0.03738","-0.00725","0.00310"
"858","Arthurs Lake","2024-05-11","10:18:34","0.3","0.8","9.7","0.0","1.1","0.00007","0.00027","0.03854","-0.01886","0.00165"
"858","Arthurs Lake","2024-05-26","10:18:30","0.1","0.6","10.1","0.0","1.0","0.00002","0.00030","0.03313","-0.00521","0.00181"
"858","Arthurs Lake","2024-06-07","10:08:40","1.0","1.2","12.5","0.0","1.1","0.00041","0.00069","0.03665","-0.00743","0.00191"
"858","Arthurs Lake","2024-06-10","10:18:36","1.1","1.2","11.5","0.0","1.0","0.00053","0.00082","0.04397","-0.00628","0.00197"
"858","Arthurs Lake","2024-06-12","10:08:38","2.3","2.3","16.3","0.0","1.2","0.00046","0.00135","0.06487","-0.03173","0.00401"
"858","Arthurs Lake","2024-06-27","10:08:37","2.8","2.8","7.0","0.0","0.9","0.00038","0.00086","0.05694","-0.02317","0.00262"
"858","Arthurs Lake","2024-07-02","10:08:38","1.9","1.8","6.7","0.0","1.3","0.00015","0.00043","0.04524","-0.01472","0.00211"
"858","Arthurs Lake","2024-07-05","10:18:34","0.9","1.1","12.4","0.0","1.0","0.00004","0.00035","0.04739","-0.01544","0.00228"
"858","Arthurs Lake","2024-07-07","10:08:38","0.8","1.0","7.9","0.0","1.1","0.00043","0.00072","0.03938","-0.01299","0.00214"
"858","Arthurs Lake","2024-07-12","10:08:36","0.2","0.6","5.3","0.0","0.9","-0.00009","0.00006","0.01554","-0.00723","0.00126"
"858","Arthurs Lake","2024-07-22","10:08:38","0.0","0.4","6.7","0.0","0.8","-0.00001","0.00019","0.02399","-0.00695","0.00155"
"858","Arthurs Lake","2024-08-04","10:18:32","3.3","2.8","5.6","0.0","1.4","0.00065","0.00197","0.04106","-0.02289","0.00403"
"858","Arthurs Lake","2024-08-09","10:18:31","0.8","1.0","6.4","0.0","0.9","0.00042","0.00065","0.02008","-0.00558","0.00157"
"858","Arthurs Lake","2024-08-14","10:18:34","0.9","1.2","5.5","0.0","1.2","-0.00015","0.00014","0.02312","-0.02559","0.00247"
"858","Arthurs Lake","2024-08-19","10:18:30","0.3","0.6","5.8","0.0","0.9","0.00043","0.00068","0.01898","-0.00632","0.00160"
"855","Woods Lake","2023-01-09","11:08:31","0.0","0.1","5.3","0.0","0.4","0.00080","0.00083","0.04066","-0.00455","0.00082"
"855","Woods Lake","2023-01-14","11:08:32","0.8","0.9","6.4","0.0","0.8","0.00102","0.00104","0.05341","-0.00407","0.00107"
"855","Woods Lake","2023-01-19","11:08:32","1.6","1.7","5.7","0.0","1.1","0.00091","0.00087","0.08074","-0.07137","0.00361"
"855","Woods Lake","2023-01-24","11:08:31","0.0","0.5","7.7","0.0","0.9","0.00075","0.00070","0.15075","-0.11832","0.00302"
"855","Woods Lake","2023-02-18","11:08:33","3.2","3.2","11.1","1.0","0.4","0.00616","0.00624","0.05984","-0.00327","0.00112"
"855","Woods Lake","2023-03-05","11:08:31","4.6","4.5","15.1","0.0","0.5","0.01350","0.01245","0.13556","-0.01256","0.00389"
"855","Woods Lake","2023-03-10","11:08:38","4.8","4.8","6.3","3.8","0.1","0.01265","0.01256","0.03696","0.00027","0.00150"
"855","Woods Lake","2023-03-15","11:08:32","5.2","5.2","23.0","4.8","0.3","0.01946","0.01936","0.05106","0.00613","0.00135"
"855","Woods Lake","2023-03-25","11:08:33","5.6","5.7","25.8","4.6","0.5","0.02273","0.02276","0.04882","0.00649","0.00207"
"855","Woods Lake","2023-04-04","10:08:34","6.4","6.4","15.4","4.9","0.5","0.02593","0.02598","0.04489","0.01107","0.00190"
"855","Woods Lake","2023-04-24","10:08:34","6.9","6.9","15.0","1.6","0.5","0.02850","0.02829","0.03753","-0.01222","0.00211"
"855","Woods Lake","2023-04-29","10:08:36","6.9","6.9","10.4","4.6","0.5","0.02728","0.02700","0.03202","0.00424","0.00210"
"855","Woods Lake","2023-05-04","10:08:35","8.4","8.3","13.5","3.8","1.0","0.03123","0.03080","0.03668","-0.00004","0.00277"
"855","Woods Lake","2023-05-09","10:08:37","4.9","5.0","19.4","0.0","0.7","0.01779","0.01956","0.09613","-0.06173","0.01031"
"855","Woods Lake","2023-05-14","10:08:35","6.1","6.3","13.5","3.9","1.2","0.02887","0.02748","0.04461","0.00331","0.00563"
"855","Woods Lake","2023-05-24","10:08:38","5.5","5.6","7.5","3.9","0.3","0.02209","0.02185","0.02941","0.00099","0.00255"
"855","Woods Lake","2023-05-29","10:08:39","5.7","5.7","19.0","0.0","0.8","0.02731","0.02347","0.05325","0.00133","0.00964"
"855","Woods Lake","2023-06-18","10:08:39","6.0","5.9","8.6","2.4","0.6","0.02656","0.02419","0.04490","0.00079","0.00660"
"855","Woods Lake","2023-06-28","10:08:39","5.4","5.3","8.2","0.0","0.5","0.02796","0.02490","0.03892","-0.00737","0.00786"
"855","Woods Lake","2023-07-03","10:08:39","6.0","6.9","36.4","2.0","2.4","0.02725","0.02771","0.12171","0.00143","0.00498"
"855","Woods Lake","2023-07-28","10:08:40","4.4","4.3","7.1","0.0","0.2","0.01540","0.01527","0.15674","-0.07777","0.00263"
"855","Woods Lake","2023-08-02","10:08:40","4.2","4.2","5.8","0.0","0.2","0.01463","0.01459","0.03951","0.00070","0.00156"
"855","Woods Lake","2023-08-07","10:08:40","3.2","3.1","5.6","0.0","0.5","0.01111","0.01011","0.03692","-0.00071","0.00313"
"855","Woods Lake","2023-08-12","10:08:39","2.5","2.5","5.3","0.0","0.5","0.00999","0.00978","0.02719","-0.00268","0.00164"
"855","Woods Lake","2023-08-27","10:08:39","0.9","0.9","6.6","0.0","0.7","0.00309","0.00310","0.03054","-0.00216","0.00089"
"855","Woods Lake","2023-09-01","10:08:40","2.3","2.4","15.2","0.0","1.0","0.00298","0.00309","0.12062","-0.04780","0.00417"
"855","Woods Lake","2023-09-11","10:08:39","2.9","2.9","5.5","0.7","0.4","0.00413","0.00412","0.02716","0.00004","0.00087"
"855","Woods Lake","2023-09-21","10:08:36","3.4","3.3","60.3","0.0","0.9","0.00367","0.00407","0.14521","-0.10341","0.00604"
"855","Woods Lake","2023-09-26","10:08:38","2.8","2.8","5.2","0.0","0.5","0.00513","0.00519","0.01995","0.00037","0.00083"
"855","Woods Lake","2023-10-01","11:08:37","4.2","4.0","63.0","0.0","0.7","0.00485","0.01174","0.19751","-0.16196","0.01985"
"855","Woods Lake","2023-10-11","11:08:33","3.8","3.8","5.0","0.0","0.3","0.00601","0.00599","0.01206","-0.00021","0.00079"
"855","Woods Lake","2023-10-16","11:08:37","3.7","3.6","7.8","0.0","0.7","0.00720","0.00663","0.09476","-0.07285","0.00394"
"855","Woods Lake","2023-11-05","11:08:37","1.0","1.1","6.7","0.0","0.9","0.00321","0.00314","0.08680","-0.04491","0.00178"
"855","Woods Lake","2023-11-10","11:08:34","2.5","2.5","5.1","0.0","0.6","0.00338","0.00347","0.02286","-0.00563","0.00106"
"855","Woods Lake","2023-11-15","11:08:34","2.9","2.9","5.6","0.0","0.6","0.00432","0.00403","0.01940","-0.02590","0.00174"
"855","Woods Lake","2023-12-10","11:08:29","3.5","3.5","5.0","1.0","0.3","0.00660","0.00658","0.01521","-0.00197","0.00069"
"855","Woods Lake","2023-12-20","11:08:31","4.3","4.2","27.8","0.0","0.5","0.01081","0.00997","0.14229","-0.11057","0.00409"
"855","Woods Lake","2023-12-25","11:08:36","4.5","4.5","5.7","0.0","0.2","0.01075","0.01058","0.01755","-0.00769","0.00136"
"855","Woods Lake","2024-01-09","11:08:30","5.2","5.2","7.4","4.4","0.1","0.01760","0.01748","0.02133","0.00544","0.00105"
"855","Woods Lake","2024-01-14","11:08:33","5.1","5.1","6.3","4.2","0.1","0.01631","0.01626","0.02210","0.00336","0.00097"
"855","Woods Lake","2024-01-29","11:08:29","5.3","5.3","9.8","0.0","0.5","0.01963","0.01809","0.13884","-0.07981","0.00555"
"855","Woods Lake","2024-02-03","11:08:32","5.5","5.6","7.0","1.7","0.2","0.01899","0.01892","0.02279","0.00047","0.00128"
"855","Woods Lake","2024-02-08","11:08:30","6.2","6.3","20.9","0.0","0.5","0.02321","0.02288","0.03874","-0.02099","0.00243"
"855","Woods Lake","2024-02-13","11:08:35","5.3","5.3","8.9","0.0","0.3","0.01833","0.01774","0.03275","-0.00339","0.00256"
"855","Woods Lake","2024-02-18","11:08:32","5.7","5.9","8.7","0.4","0.8","0.02049","0.02027","0.02696","0.00225","0.00335"
"855","Woods Lake","2024-03-04","11:08:31","5.0","5.0","6.7","0.8","0.2","0.01471","0.01456","0.02674","-0.00007","0.00171"
"855","Woods Lake","2024-03-09","11:08:35","4.9","4.8","15.7","0.0","0.6","0.01730","0.01553","0.14947","-0.11211","0.00649"
"855","Woods Lake","2024-03-14","11:08:32","5.4","5.4","8.2","0.6","0.3","0.01815","0.01796","0.02508","-0.00016","0.00190"
"855","Woods Lake","2024-03-29","11:08:34","5.9","6.0","9.6","0.5","0.7","0.01923","0.01906","0.02645","-0.00021","0.00242"
"855","Woods Lake","2024-04-03","11:08:33","4.9","4.9","7.6","0.0","0.8","0.01573","0.01402","0.08391","-0.05137","0.00928"
"855","Woods Lake","2024-04-13","10:08:35","5.7","5.7","16.2","0.0","0.9","0.02196","0.02051","0.09760","-0.04346","0.00665"
"855","Woods Lake","2024-05-03","10:08:35","5.0","5.1","13.6","0.0","0.6","0.01280","0.01386","0.04209","-0.00569","0.00539"
"855","Woods Lake","2024-05-18","10:08:36","4.8","4.8","5.7","0.0","0.2","0.00787","0.00793","0.03013","-0.00849","0.00237"
"855","Woods Lake","2024-06-07","10:08:40","5.8","6.1","21.1","4.1","1.1","0.02325","0.02288","0.06211","0.00343","0.00398"
"855","Woods Lake","2024-06-12","10:08:38","5.2","5.2","11.3","0.0","0.5","0.02073","0.01836","0.04080","-0.00437","0.00679"
"855","Woods Lake","2024-07-07","10:08:38","7.0","7.6","54.6","2.5","2.7","0.02684","0.02716","0.19106","-0.00779","0.00772"
"855","Woods Lake","2024-07-12","10:08:36","5.0","5.0","6.6","0.0","0.3","0.01520","0.01451","0.02657","0.00045","0.00439"
"855","Woods Lake","2024-07-17","10:08:36","4.6","4.5","6.5","0.0","0.5","0.01344","0.01545","0.13188","-0.05761","0.00787"
"855","Woods Lake","2024-07-22","10:08:38","4.7","4.7","5.1","0.0","0.2","0.01823","0.01808","0.02758","-0.00037","0.00178"
"855","Woods Lake","2024-08-01","10:08:35","4.2","4.2","8.2","1.8","0.4","0.01104","0.01130","0.05912","-0.00229","0.00431"
